transaction_id,transaction_type_id,account_id,transaction_date,from_account,to_account,amount_base_curr,amount_usd,currency_code,currency_rate,notes,load_date,load_id
6DI406722R2904903T,101,125,2018-03-01,1826-3244-457,8003-1464-483,694343,694343,USD,1,This was a transaction made to a freelancer,2017-03-01,0
2AT810050S8854842Y,101,125,2018-04-01,1826-3244-457,7703-6885-245,693464,693464,USD,1,This was a transaction made to a freelancer,2017-03-01,0
2QP647738X0223592S,101,125,2018-05-01,1826-3244-457,3794-5251-130,568786,568786,USD,1,This was a transaction made to a freelancer,2017-03-01,0
5RC656824H7178853U,101,125,2018-06-01,1826-3244-457,7651-8952-057,567552,567552,USD,1,This was a transaction made to a freelancer,2017-03-01,0
5FA842174O3357474H,101,126,2016-01-01,1373-4166-311,1256-1486-482,222817,222817,USD,1,This was a transaction made to a freelancer,2017-03-01,0
5DD186849G1604025S,101,126,2016-02-01,1373-4166-311,7849-0285-105,244659,244659,USD,1,This was a transaction made to a freelancer,2017-03-01,0
0XB175580P7530951S,101,126,2016-03-01,1373-4166-311,1640-7041-491,970248,970248,USD,1,This was a transaction made to a freelancer,2017-03-01,0
2KR761242T3425975H,101,126,2016-04-01,1373-4166-311,3809-1078-254,412498,412498,USD,1,This installment was made to pay off debt,2017-03-01,0
9HQ859706N2334644I,101,126,2016-05-01,1373-4166-311,1097-6582-590,676615,676615,USD,1,This installment was made to pay off debt,2017-03-01,0
0OL231771S2858684E,101,126,2016-06-01,1373-4166-311,1760-1852-698,444770,444770,USD,1,This installment was made to pay off debt,2017-03-01,0
2OD459379O8614134E,101,126,2016-07-01,1373-4166-311,1970-4555-899,595135,595135,USD,1,This installment was made to pay off debt,2017-03-01,0
3AX026600X1152977C,101,126,2016-08-01,1373-4166-311,1838-5694-849,265533,265533,USD,1,This installment was made to pay off debt,2017-03-01,0
8SH314487X7943036O,101,126,2016-09-01,1373-4166-311,8876-8024-429,357412,357412,USD,1,This installment was made to pay off debt,2017-03-01,0
9IF619579Y4042880R,101,126,2016-10-01,1373-4166-311,1624-0742-062,16763,16763,USD,1,This installment was made to pay off debt,2017-03-01,0
9PR222623E8839618C,101,126,2016-11-01,1373-4166-311,5814-8777-951,970302,970302,USD,1,This installment was made to pay off debt,2017-03-01,0
4XE850257J6372149J,101,126,2016-12-01,1373-4166-311,6988-3552-298,747538,747538,USD,1,This installment was made to pay off debt,2017-03-01,0
1IH772175L0619608M,101,126,2017-01-01,1373-4166-311,5950-8732-002,163532,163532,USD,1,This installment was made to pay off debt,2017-03-01,0
8YL565614Z8295734Z,101,126,2017-02-01,1373-4166-311,9328-2377-226,855764,855764,USD,1,This installment was made to pay off debt,2017-03-01,0
5OF138908M0143262S,101,126,2017-03-01,1373-4166-311,5829-4949-365,698259,698259,USD,1,This installment was made to pay off debt,2017-03-01,0
1KJ525355C6647845B,101,126,2017-04-01,1373-4166-311,6161-0773-138,346463,346463,USD,1,This installment was made to pay off debt,2017-03-01,0
5SF418625N1587617W,101,126,2017-05-01,1373-4166-311,7226-3782-765,227957,227957,USD,1,This installment was made to pay off debt,2017-03-01,0
9LK000602W4734533Y,101,126,2017-06-01,1373-4166-311,1196-8648-189,873395,873395,USD,1,This installment was made to pay off debt,2017-03-01,0
3VD111663Q0421729L,101,126,2017-07-01,1373-4166-311,8441-9106-593,343831,343831,USD,1,This installment was made to pay off debt,2017-03-01,0
9LA637744L8062711J,101,126,2017-08-01,1373-4166-311,4652-7758-422,357958,357958,USD,1,This installment was made to pay off debt,2017-03-01,0
7EC688026A1084953O,101,126,2017-09-01,1373-4166-311,7582-5237-047,156195,156195,USD,1,This installment was made to pay off debt,2017-03-01,0
2OX563401R5508391Q,101,126,2017-10-01,1373-4166-311,1404-6803-057,224421,224421,USD,1,This installment was made to pay off debt,2017-03-01,0
8LD839078V9597789H,101,126,2017-11-01,1373-4166-311,5431-8076-366,472584,472584,USD,1,This installment was made to pay off debt,2017-03-01,0
6YF219269Z5692649J,101,126,2017-12-01,1373-4166-311,9975-0572-886,624906,624906,USD,1,This installment was made to pay off debt,2017-03-01,0
2NT216479R5439345A,101,126,2018-01-01,1373-4166-311,1826-3244-457,680688,680688,USD,1,This installment was made to pay off debt,2017-03-01,0
2VP158897Y1764457X,101,126,2018-02-01,1373-4166-311,1373-4166-311,792610,792610,USD,1,This installment was made to pay off debt,2017-03-01,0
7ZM558429M4336228K,101,126,2018-03-01,1373-4166-311,8003-1464-483,36913,36913,USD,1,This installment was made to pay off debt,2017-03-01,0
1UQ326298A3489306I,101,126,2018-04-01,1373-4166-311,7703-6885-245,881961,881961,USD,1,This installment was made to pay off debt,2017-03-01,0
4JV422405R8009341C,101,126,2018-05-01,1373-4166-311,3794-5251-130,320531,320531,USD,1,This installment was made to pay off debt,2017-03-01,0
4US128391L1029641D,101,126,2018-06-01,1373-4166-311,7651-8952-057,996540,996540,USD,1,This installment was made to pay off debt,2017-03-01,0
6EY021950D8363437E,101,127,2016-01-01,8003-1464-483,1256-1486-482,656992,656992,USD,1,This installment was made to pay off debt,2017-03-01,0
1YN042161A4313104N,101,127,2016-02-01,8003-1464-483,7849-0285-105,166396,166396,USD,1,Following was a salary transaction,2017-03-01,0
9QL902976G0248782C,101,127,2016-03-01,8003-1464-483,1640-7041-491,813929,813929,USD,1,Following was a salary transaction,2017-03-01,0
6XE357000R1477843L,101,127,2016-04-01,8003-1464-483,3809-1078-254,761907,761907,USD,1,Following was a salary transaction,2017-03-01,0
3KH000040N8696960K,101,127,2016-05-01,8003-1464-483,1097-6582-590,684472,684472,USD,1,Following was a salary transaction,2017-03-01,0
1MD769306J8718011C,101,127,2016-06-01,8003-1464-483,1760-1852-698,643313,643313,USD,1,Following was a salary transaction,2017-03-01,0
6PJ144856M5612920S,101,127,2016-07-01,8003-1464-483,1970-4555-899,564686,564686,USD,1,Following was a salary transaction,2017-03-01,0
6TV362451H2020184O,101,127,2016-08-01,8003-1464-483,1838-5694-849,904330,904330,USD,1,Following was a salary transaction,2017-03-01,0
1FV405565G9476086T,101,127,2016-09-01,8003-1464-483,8876-8024-429,720224,720224,USD,1,Following was a salary transaction,2017-03-01,0
1NL625429G7682430Q,101,127,2016-10-01,8003-1464-483,1624-0742-062,124582,124582,USD,1,Following was a salary transaction,2017-03-01,0
2XP154629T1484582T,101,127,2016-11-01,8003-1464-483,5814-8777-951,82146,82146,USD,1,Following was a salary transaction,2017-03-01,0
1ZQ375158Q8104727F,101,127,2016-12-01,8003-1464-483,6988-3552-298,467185,467185,USD,1,Following was a salary transaction,2017-03-01,0
6JT396284G0534453N,101,127,2017-01-01,8003-1464-483,5950-8732-002,322454,322454,USD,1,Following was a salary transaction,2017-03-01,0
3DH210423J2259036G,101,127,2017-02-01,8003-1464-483,9328-2377-226,435782,435782,USD,1,Following was a salary transaction,2017-03-01,0
9ML847691Z3565488H,101,127,2017-03-01,8003-1464-483,5829-4949-365,528358,528358,USD,1,Following was a salary transaction,2017-03-01,0
4OE499619I6891738L,101,127,2017-04-01,8003-1464-483,6161-0773-138,180878,180878,USD,1,Following was a salary transaction,2017-03-01,0
3BX990146H2362261J,101,127,2017-05-01,8003-1464-483,7226-3782-765,814481,814481,USD,1,Following was a salary transaction,2017-03-01,0
4GX081797A3299004A,101,127,2017-06-01,8003-1464-483,1196-8648-189,55914,55914,USD,1,Following was a salary transaction,2017-03-01,0
9NS293109S4558698E,101,127,2017-07-01,8003-1464-483,8441-9106-593,979654,979654,USD,1,Following was a salary transaction,2017-03-01,0
5NE554542L6115996I,101,127,2017-08-01,8003-1464-483,4652-7758-422,310993,310993,USD,1,Following was a salary transaction,2017-03-01,0
9JS623877F9274727V,101,127,2017-09-01,8003-1464-483,7582-5237-047,170744,170744,USD,1,Following was a salary transaction,2017-03-01,0
2AW800411E2516314S,101,127,2017-10-01,8003-1464-483,1404-6803-057,266169,266169,USD,1,Following was a salary transaction,2017-03-01,0
6WK175026T9015276Q,101,127,2017-11-01,8003-1464-483,5431-8076-366,843724,843724,USD,1,Following was a salary transaction,2017-03-01,0
9SP014285J5909750Q,101,127,2017-12-01,8003-1464-483,9975-0572-886,864375,864375,USD,1,Following was a salary transaction,2017-03-01,0
7UV823229Q3746456C,101,127,2018-01-01,8003-1464-483,1826-3244-457,948941,948941,USD,1,Following was a salary transaction,2017-03-01,0
5PT241642W0266319W,101,127,2018-02-01,8003-1464-483,1373-4166-311,630308,630308,USD,1,Following was a salary transaction,2017-03-01,0
9LF279466W7341477X,101,127,2018-03-01,8003-1464-483,8003-1464-483,276744,276744,USD,1,Following was a salary transaction,2017-03-01,0
7EJ678728R2578330Y,101,127,2018-04-01,8003-1464-483,7703-6885-245,449676,449676,USD,1,Following was a salary transaction,2017-03-01,0
6XU370934W0889118Y,101,127,2018-05-01,8003-1464-483,3794-5251-130,855249,855249,USD,1,Following was a salary transaction,2017-03-01,0
9PR468453S0235804V,101,127,2018-06-01,8003-1464-483,7651-8952-057,311996,311996,USD,1,Following was a salary transaction,2017-03-01,0
2VD576501O9844859J,101,128,2016-01-01,7703-6885-245,1256-1486-482,719773,719773,USD,1,This was a loan installment,2017-03-01,0
3HR642295Q3204077F,101,128,2016-02-01,7703-6885-245,7849-0285-105,905517,905517,USD,1,This was a loan installment,2017-03-01,0
7JF661687E2516964P,101,128,2016-03-01,7703-6885-245,1640-7041-491,211346,211346,USD,1,This was a loan installment,2017-03-01,0
2AX877422Z1314199W,101,128,2016-04-01,7703-6885-245,3809-1078-254,437619,437619,USD,1,This was a loan installment,2017-03-01,0
0UY395822J0891613E,101,128,2016-05-01,7703-6885-245,1097-6582-590,924571,924571,USD,1,This was a loan installment,2017-03-01,0
8PQ950772H5750003D,101,128,2016-06-01,7703-6885-245,1760-1852-698,332752,332752,USD,1,This was a loan installment,2017-03-01,0
6VV667494P1379300N,101,128,2016-07-01,7703-6885-245,1970-4555-899,252026,252026,USD,1,This was a loan installment,2017-03-01,0
8HA855720T8134779X,101,128,2016-08-01,7703-6885-245,1838-5694-849,898581,898581,USD,1,This was a loan installment,2017-03-01,0
3GP536588Q9221722C,101,128,2016-09-01,7703-6885-245,8876-8024-429,355383,355383,USD,1,This was a loan installment,2017-03-01,0
2EW875701L3800279J,101,128,2016-10-01,7703-6885-245,1624-0742-062,714450,714450,USD,1,This was a loan installment,2017-03-01,0
1SF300524R4869317T,101,128,2016-11-01,7703-6885-245,5814-8777-951,308611,308611,USD,1,This was a loan installment,2017-03-01,0
3ER482148T3160808H,101,128,2016-12-01,7703-6885-245,6988-3552-298,957189,957189,USD,1,This was a loan installment,2017-03-01,0
1CI547601B3899443L,101,128,2017-01-01,7703-6885-245,5950-8732-002,273236,273236,USD,1,This was a loan installment,2017-03-01,0
0PX440575D3549986T,101,128,2017-02-01,7703-6885-245,9328-2377-226,909100,909100,USD,1,This was a loan installment,2017-03-01,0
0EL056577I6931243M,101,128,2017-03-01,7703-6885-245,5829-4949-365,283219,283219,USD,1,This was a loan installment,2017-03-01,0
7AO869613Z8686610I,101,128,2017-04-01,7703-6885-245,6161-0773-138,503489,503489,USD,1,This was a loan installment,2017-03-01,0
2JM325603U7612284U,101,128,2017-05-01,7703-6885-245,7226-3782-765,820231,820231,USD,1,This was a loan installment,2017-03-01,0
5VB158475Z5746705E,101,128,2017-06-01,7703-6885-245,1196-8648-189,218987,218987,USD,1,This was a loan installment,2017-03-01,0
8RI877008C3446533Z,101,128,2017-07-01,7703-6885-245,8441-9106-593,327872,327872,USD,1,This was a loan installment,2017-03-01,0
9XS444036T9366875F,101,128,2017-08-01,7703-6885-245,4652-7758-422,203588,203588,USD,1,This was a loan installment,2017-03-01,0
4VU647827A8568599V,101,128,2017-09-01,7703-6885-245,7582-5237-047,988513,988513,USD,1,This was a loan installment,2017-03-01,0
7SV116790G3149962S,101,128,2017-10-01,7703-6885-245,1404-6803-057,714942,714942,USD,1,This was a loan installment,2017-03-01,0
4TW695742Q8593841I,101,128,2017-11-01,7703-6885-245,5431-8076-366,258931,258931,USD,1,This was a loan installment,2017-03-01,0
5YZ257561A6363098W,101,128,2017-12-01,7703-6885-245,9975-0572-886,680914,680914,USD,1,This was a loan installment,2017-03-01,0
3XA234792P7540574B,101,128,2018-01-01,7703-6885-245,1826-3244-457,763945,763945,USD,1,This was a loan installment,2017-03-01,0
1TV491733P8684579D,101,128,2018-02-01,7703-6885-245,1373-4166-311,782951,782951,USD,1,This was a loan installment,2017-03-01,0
6KJ597921O8665279P,101,128,2018-03-01,7703-6885-245,8003-1464-483,554999,554999,USD,1,This was a loan installment,2017-03-01,0
0TH161804U4345512Z,101,128,2018-04-01,7703-6885-245,7703-6885-245,359460,359460,USD,1,This was a loan installment,2017-03-01,0
7IV167534G0348730Z,101,128,2018-05-01,7703-6885-245,3794-5251-130,555678,555678,USD,1,This was a loan installment,2017-03-01,0
5PI770064J0466182G,101,128,2018-06-01,7703-6885-245,7651-8952-057,775461,589350.36,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
4VE316075Z8030540X,101,129,2016-01-01,3794-5251-130,1256-1486-482,86281,65573.56,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
3OU146918T4740965V,101,129,2016-02-01,3794-5251-130,7849-0285-105,568776,432269.76,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
8KP389914X9839310G,101,129,2016-03-01,3794-5251-130,1640-7041-491,611979,465104.04,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
4YY332075Y5037948R,101,129,2016-04-01,3794-5251-130,3809-1078-254,567102,430997.52,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
9HT990369V7312631W,101,129,2016-05-01,3794-5251-130,1097-6582-590,668293,507902.68,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
9IP659730S7654509E,101,129,2016-06-01,3794-5251-130,1760-1852-698,781549,593977.24,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
5YM479351Q6649932S,101,129,2016-07-01,3794-5251-130,1970-4555-899,685432,520928.32,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
8JC738009H1205732U,101,129,2016-08-01,3794-5251-130,1838-5694-849,618593,470130.68,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
7YU829845Q7694436X,101,129,2016-09-01,3794-5251-130,8876-8024-429,262579,199560.04,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
5XG424202L3225813Z,101,129,2016-10-01,3794-5251-130,1624-0742-062,967576,735357.76,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
5KD326913J6390601W,101,129,2016-11-01,3794-5251-130,5814-8777-951,149933,113949.08,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
6RL690849D8489167K,101,129,2016-12-01,3794-5251-130,6988-3552-298,408222,310248.72,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
4TG117345J7140585N,101,129,2017-01-01,3794-5251-130,5950-8732-002,436418,331677.68,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
4QZ737294U2482438J,101,129,2017-02-01,3794-5251-130,9328-2377-226,808093,614150.68,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
8LS728374W5308200L,101,129,2017-03-01,3794-5251-130,5829-4949-365,757448,575660.48,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
3AY723760F4511351A,101,129,2017-04-01,3794-5251-130,6161-0773-138,451673,343271.48,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
1TA002846X0080216S,101,129,2017-05-01,3794-5251-130,7226-3782-765,234430,178166.8,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
2RK988225O8236142C,101,129,2017-06-01,3794-5251-130,1196-8648-189,869567,660870.92,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
9QE387295Z7381853O,101,129,2017-07-01,3794-5251-130,8441-9106-593,492479,374284.04,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
2JU787154T5397073J,101,129,2017-08-01,3794-5251-130,4652-7758-422,373603,283938.28,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
4TA880839M6286138B,101,129,2017-09-01,3794-5251-130,7582-5237-047,862308,655354.08,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
4LZ036764K5689930S,101,129,2017-10-01,3794-5251-130,1404-6803-057,644263,489639.88,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
3WO518108T7131152U,101,129,2017-11-01,3794-5251-130,5431-8076-366,556529,422962.04,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
0PE487584R5993888J,101,129,2017-12-01,3794-5251-130,9975-0572-886,884051,671878.76,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
6AF805623Z7299789D,101,129,2018-01-01,3794-5251-130,1826-3244-457,121489,92331.64,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
5YR261132O6292858E,101,129,2018-02-01,3794-5251-130,1373-4166-311,580248,440988.48,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
7FC397842P7224485F,101,129,2018-03-01,3794-5251-130,8003-1464-483,712544,541533.44,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
1UN751112A4535083Y,101,129,2018-04-01,3794-5251-130,7703-6885-245,659035,810613.05,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
0VP980434M7631891I,101,129,2018-05-01,3794-5251-130,3794-5251-130,607950,747778.5,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
0JL419038F8520510Q,101,129,2018-06-01,3794-5251-130,7651-8952-057,191168,235136.64,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
1JR388356A9290178U,101,130,2016-01-01,7651-8952-057,1256-1486-482,733631,902366.13,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
9AJ621727X5272803T,101,130,2016-02-01,7651-8952-057,7849-0285-105,998868,1228607.64,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
7GP865651S2971039N,101,130,2016-03-01,7651-8952-057,1640-7041-491,34448,42371.04,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
5GP223713E2840598T,101,130,2016-04-01,7651-8952-057,3809-1078-254,277016,340729.68,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
7ME545390P9102588E,101,130,2016-05-01,7651-8952-057,1097-6582-590,519771,639318.33,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
6PM487265B6250813M,101,130,2016-06-01,7651-8952-057,1760-1852-698,557547,685782.81,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
2FH508189S1135979C,101,130,2016-07-01,7651-8952-057,1970-4555-899,757034,931151.82,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
8ZR688020F0192298H,101,130,2016-08-01,7651-8952-057,1838-5694-849,301491,370833.93,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
1JP548944R0889979I,101,130,2016-09-01,7651-8952-057,8876-8024-429,584267,718648.41,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
9SZ948884E1129406L,101,130,2016-10-01,7651-8952-057,1624-0742-062,739851,910016.73,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
8RA953847V1427861N,101,130,2016-11-01,7651-8952-057,5814-8777-951,30897,38003.31,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
6WO892877H0543895Z,101,130,2016-12-01,7651-8952-057,6988-3552-298,621591,764556.93,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
1SU031654Z9072572K,101,130,2017-01-01,7651-8952-057,5950-8732-002,143200,176136,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
9PC293555X1570637G,101,130,2017-02-01,7651-8952-057,9328-2377-226,362318,445651.14,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
8LY573638F6068255A,101,130,2017-03-01,7651-8952-057,5829-4949-365,542103,666786.69,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
7AA570678E6087655Z,101,130,2017-04-01,7651-8952-057,6161-0773-138,745597,917084.31,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
4EJ419812E3432316P,101,130,2017-05-01,7651-8952-057,7226-3782-765,290606,357445.38,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
5UU827273B1193047M,101,130,2017-06-01,7651-8952-057,1196-8648-189,585370,720005.1,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
9OA311791Y8212355U,101,130,2017-07-01,7651-8952-057,8441-9106-593,87452,107565.96,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
2TI218941A9247303U,101,130,2017-08-01,7651-8952-057,4652-7758-422,249139,306440.97,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
5UY480585R6567018G,101,130,2017-09-01,7651-8952-057,7582-5237-047,254210,312678.3,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
9ZT587982Z2176118H,101,130,2017-10-01,7651-8952-057,1404-6803-057,936026,1151311.98,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
8LF879119R6931071J,101,130,2017-11-01,7651-8952-057,5431-8076-366,972023,1195588.29,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
3EK251223W3496834X,101,130,2017-12-01,7651-8952-057,9975-0572-886,590403,726195.69,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
0NK628818Z2031326U,101,130,2018-01-01,7651-8952-057,1826-3244-457,421069,517914.87,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
0CW771108G3441202C,101,130,2018-02-01,7651-8952-057,1373-4166-311,98265,120865.95,GBP,1.23,This was a transfer from one account to a joint account,2017-03-01,0
1HA264777W5404923Z,101,130,2018-03-01,7651-8952-057,8003-1464-483,870182,1070323.86,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8DO653808V9948168R,101,130,2018-04-01,7651-8952-057,7703-6885-245,341581,420144.63,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
9MV680879C7722026F,101,130,2018-05-01,7651-8952-057,3794-5251-130,363857,447544.11,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
1DF301062C1141845N,101,130,2018-06-01,7651-8952-057,7651-8952-057,506816,623383.68,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
5SS025842G4577846O,101,131,2016-01-01,7377-1108-507,1256-1486-482,240235,295489.05,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
4SB850337Y8590298Z,101,131,2016-02-01,7377-1108-507,7849-0285-105,407344,501033.12,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
7WR450004E1688834S,101,131,2016-03-01,7377-1108-507,1640-7041-491,247641,304598.43,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
7GX392105V2943942Q,101,131,2016-04-01,7377-1108-507,3809-1078-254,319446,392918.58,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8DR132323A2111870U,101,131,2016-05-01,7377-1108-507,1097-6582-590,583255,717403.65,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
3QE210101R4495881M,101,131,2016-06-01,7377-1108-507,1760-1852-698,433513,533220.99,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
4CK572256W7319069U,101,131,2016-07-01,7377-1108-507,1970-4555-899,755504,929269.92,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
5DJ246408Z9714824P,101,131,2016-08-01,7377-1108-507,1838-5694-849,900736,1107905.28,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8LC369277S2557721F,101,131,2016-09-01,7377-1108-507,8876-8024-429,33292,40949.16,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
6NZ471540D2101721B,101,131,2016-10-01,7377-1108-507,1624-0742-062,670374,824560.02,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
0MN052024L4892476P,101,131,2016-11-01,7377-1108-507,5814-8777-951,817523,1005553.29,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
9MZ659328H3318377S,101,131,2016-12-01,7377-1108-507,6988-3552-298,103272,127024.56,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8KA572022Z0941394X,101,131,2017-01-01,7377-1108-507,5950-8732-002,103385,127163.55,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
1HN405595H4464448W,101,131,2017-02-01,7377-1108-507,9328-2377-226,974324,1198418.52,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
5KT759370K5558636U,101,131,2017-03-01,7377-1108-507,5829-4949-365,884629,1088093.67,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
2JL057597E0604203M,101,131,2017-04-01,7377-1108-507,6161-0773-138,270672,332926.56,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
9RX952258A8432259K,101,131,2017-05-01,7377-1108-507,7226-3782-765,327573,402914.79,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
3KK598303Q8383543I,101,131,2017-06-01,7377-1108-507,1196-8648-189,388701,478102.23,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
4CG255250N5189117A,101,131,2017-07-01,7377-1108-507,8441-9106-593,928240,1141735.2,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
1EF881763T5603388H,101,131,2017-08-01,7377-1108-507,4652-7758-422,718082,883240.86,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
6YA089253E6513319A,101,131,2017-09-01,7377-1108-507,7582-5237-047,743796,914869.08,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
5TQ462079Q5959802A,101,131,2017-10-01,7377-1108-507,1404-6803-057,866912,1066301.76,GBP,1.23,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8OY658913G1673844A,101,131,2017-11-01,7377-1108-507,5431-8076-366,730934,782099.38,EUR,1.07,This was a transaction made to a freelancer,2017-03-01,0
8LH976773V9645702L,101,131,2017-12-01,7377-1108-507,9975-0572-886,151437,162037.59,EUR,1.07,This was a transaction made to a freelancer,2017-03-01,0
9GY626176U4338633V,101,131,2018-01-01,7377-1108-507,1826-3244-457,15051,16104.57,EUR,1.07,This was a transaction made to a freelancer,2017-03-01,0
0BC632461Q2782189Y,101,131,2018-02-01,7377-1108-507,1373-4166-311,828437,886427.59,EUR,1.07,This was a transaction made to a freelancer,2017-03-01,0
5YY228931T7413057A,101,131,2018-03-01,7377-1108-507,8003-1464-483,503481,538724.67,EUR,1.07,This was a transaction made to a freelancer,2017-03-01,0
8GG327694N6944909N,101,131,2018-04-01,7377-1108-507,7703-6885-245,85613,91605.91,EUR,1.07,This was a transaction made to a freelancer,2017-03-01,0
1RI986878W6268128M,101,131,2018-05-01,7377-1108-507,3794-5251-130,962145,1029495.15,EUR,1.07,This was a transaction made to a freelancer,2017-03-01,0
6KM521194K7318871Z,101,131,2018-06-01,7377-1108-507,7651-8952-057,332609,355891.63,EUR,1.07,This was a transaction made to a freelancer,2017-03-01,0
2CE801745S3305877I,101,132,2016-01-01,8300-1646-706,1256-1486-482,457157,489157.99,EUR,1.07,This was a transaction made to a freelancer,2017-03-01,0
0UU145437U7011127F,101,132,2016-02-01,8300-1646-706,7849-0285-105,191119,204497.33,EUR,1.07,This was a transaction made to a freelancer,2017-03-01,0
2NY519597S9431451D,101,132,2016-03-01,8300-1646-706,1640-7041-491,337831,361479.17,EUR,1.07,This was a transaction made to a freelancer,2017-03-01,0
8MY559732N8205810F,101,132,2016-04-01,8300-1646-706,3809-1078-254,17807,19053.49,EUR,1.07,This was a transaction made to a freelancer,2017-03-01,0
